2.95,0.29
3.46,0.39
4.05,0.46
5.08,0.65
4.51,0.52
4.24,0.51
2.48,0.28
2.97,0.37
3.39,0.41
2.02,0.22
3.26,0.37
3.95,0.46
4.89,0.62
2.64,0.29
3.26,0.38
