903,1.5779,-40.6602,-0.0144,0
906,1.5779,-40.6602,-0.0144,0
909,1.5779,-40.6602,-0.0144,0
912,1.5779,-40.6602,-0.0144,0
914,1.5779,-40.6602,-0.0144,0
917,1.5779,-40.6602,-0.0144,0
920,1.5779,-40.6602,-0.0144,0
923,1.5779,-40.6602,-0.0144,0
926,1.5779,-40.6602,-0.0144,0
929,1.5779,-40.6602,-0.0144,0
931,1.5779,-40.6602,-0.0144,0
934,1.5779,-40.6602,-0.0144,0
937,1.5779,-40.6602,-0.0144,0
940,1.5779,-40.6602,-0.0144,0
943,1.5779,-40.6602,-0.0144,0
945,1.5779,-40.6602,-0.0144,0
948,1.5779,-40.6602,-0.0144,0
951,1.5779,-40.6602,-0.0144,0
954,1.5779,-40.6602,-0.0144,0
957,1.5779,-40.6602,-0.0144,0
959,1.5779,-40.6602,-0.0144,0
962,1.5779,-40.6602,-0.0144,0
965,1.5779,-40.6602,-0.0144,0
968,1.5779,-40.6602,-0.0144,0
971,1.5779,-40.6602,-0.0144,0
974,1.5779,-40.6602,-0.0144,0
976,1.5779,-40.6602,-0.0144,0
979,1.5779,-40.6602,-0.0144,0
982,1.5779,-40.6602,-0.0144,0
985,1.5779,-40.6602,-0.0144,0
988,1.5779,-40.6602,-0.0144,0
990,1.5779,-40.6602,-0.0144,0
993,1.5779,-40.6602,-0.0144,0
996,1.5779,-40.6602,-0.0144,0
999,1.5779,-40.6602,-0.0144,0
